year	CTY_CODE	CTYNAME	BJAN	BFEB	BMAR	BAPR	BMAY	BJUN	BJUL	BAUG	BSEP	BOCT	BNOV	BDEC	BQ1	BQ2	BQ3	BQ4	IJAN	IFEB	IMAR	IAPR	IMAY	IJUN	IJUL	IAUG	ISEP	IOCT	INOV	IDEC	IQ1	IQ2	IQ3	IQ4	EJAN	EFEB	EMAR	EAPR	EMAY	EJUN	EJUL	EAUG	ESEP	EOCT	ENOV	EDEC	EQ1	EQ2	EQ3	EQ4
2012	4120	United Kingdom	23	580	60	91	-118	-66	123	-290	-31	-184	-72	-263	663	-93	-197	-519	4,816	4,590	4,764	4,665	4,528	4,449	4,387	4,694	4,637	4,404	4,612	4,460	14,169	13,642	13,718	13,477	4,839	5,169	4,823	4,756	4,410	4,383	4,510	4,405	4,606	4,220	4,541	4,198	14,832	13,549	13,521	12,959
2012	0020	All other countries	-10,024	-8,757	-8,716	-7,775	-8,399	-6,500	-6,314	-7,526	-7,660	-9,308	-8,586	-2,642	-27,497	-22,674	-21,500	-20,535	57,366	55,976	57,573	56,332	57,200	56,073	53,541	54,668	56,486	55,133	57,119	54,848	170,916	169,604	164,695	167,101	47,342	47,219	48,857	48,557	48,800	49,573	47,227	47,142	48,827	45,825	48,534	52,206	143,418	146,930	143,196	146,565
2012	0017	CAFTA-DR	12	-51	-133	-128	-230	-25	-110	-127	-91	77	-291	98	-173	-382	-328	-117	2,654	2,559	2,636	2,624	2,628	2,531	2,545	2,468	2,601	2,378	2,599	2,668	7,849	7,783	7,614	7,644	2,666	2,508	2,503	2,496	2,398	2,507	2,435	2,340	2,511	2,455	2,307	2,766	7,677	7,401	7,286	7,528
2012	0003	European Union	-10,095	-7,082	-9,469	-8,003	-9,500	-9,500	-9,840	-11,031	-10,961	-9,282	-11,468	-10,152	-26,645	-27,003	-31,832	-30,902	32,799	30,105	32,434	30,809	31,857	31,427	31,938	32,734	32,356	30,207	33,081	32,007	95,339	94,093	97,028	95,295	22,704	23,024	22,966	22,806	22,357	21,926	22,098	21,703	21,395	20,925	21,613	21,855	68,694	67,090	65,196	64,393
2012	0008	Newly Industrialized Countries	500	1,958	1,357	1,113	1,179	1,477	-59	159	303	102	1,247	1,833	3,815	3,769	403	3,181	9,631	10,391	10,395	10,816	10,258	10,246	10,341	10,054	10,391	10,399	10,044	10,480	30,418	31,321	30,785	30,923	10,131	12,350	11,752	11,930	11,437	11,722	10,282	10,212	10,694	10,501	11,291	12,313	34,232	35,089	31,188	34,105
2012	0001	OPEC	-10,037	-7,203	-9,741	-10,685	-9,769	-7,881	-7,272	-6,971	-7,104	-8,868	-7,965	-5,529	-26,981	-28,335	-21,347	-22,362	16,484	13,552	16,572	17,157	16,336	15,043	14,131	13,681	14,007	15,029	15,343	13,418	46,607	48,536	41,819	43,790	6,447	6,348	6,831	6,472	6,567	7,162	6,859	6,710	6,903	6,161	7,377	7,889	19,627	20,200	20,472	21,428
2012	0009	South/Central America	-131	-560	-1,080	1,031	1,192	998	1,614	620	2,000	2,060	786	2,864	-1,772	3,220	4,234	5,710	14,774	15,021	16,125	14,879	13,836	13,853	12,839	14,214	14,384	13,266	14,539	14,062	45,920	42,567	41,438	41,867	14,643	14,461	15,045	15,909	15,027	14,851	14,453	14,834	16,384	15,326	15,325	16,926	44,149	45,787	45,671	47,577
2013	3510	Brazil	1,385	1,762	1,388	1,326	991	1,596	1,832	1,484	848	1,282	966	1,602	4,535	3,913	4,164	3,850	2,149	2,318	2,157	2,208	2,397	2,225	2,396	2,349	2,729	2,291	2,207	2,204	6,625	6,830	7,474	6,702	3,535	4,080	3,545	3,534	3,388	3,821	4,228	3,833	3,577	3,574	3,172	3,806	11,159	10,743	11,638	10,552
2013	1220	Canada	-2,791	-2,720	-1,986	-2,825	-2,594	-2,341	-2,913	-2,771	-3,034	-3,179	-2,326	-2,322	-7,497	-7,760	-8,718	-7,827	27,750	27,771	27,046	27,546	27,303	27,014	27,434	27,788	28,129	28,483	28,417	27,875	82,567	81,864	83,352	84,775	24,959	25,051	25,060	24,721	24,709	24,673	24,521	25,017	25,095	25,304	26,091	25,553	75,070	74,104	74,634	76,947
2013	5700	China	-28,866	-28,518	-23,920	-24,718	-26,747	-25,835	-26,634	-27,086	-26,697	-25,908	-26,248	-27,535	-81,304	-77,300	-80,417	-79,691	38,829	38,012	32,893	34,556	36,298	35,929	36,178	37,177	37,068	37,133	37,533	38,828	109,734	106,784	110,423	113,493	9,963	9,494	8,973	9,838	9,551	10,094	9,544	10,091	10,372	11,225	11,284	11,293	28,430	29,483	30,006	33,801
2013	4279	France	-942	-1,196	-1,058	-1,276	-1,159	-1,069	-1,283	-1,006	-1,139	-1,379	-982	-1,481	-3,196	-3,505	-3,428	-3,841	3,483	3,566	3,627	3,788	3,694	3,687	4,054	3,833	3,838	4,142	3,721	4,272	10,675	11,170	11,726	12,135	2,540	2,370	2,569	2,512	2,535	2,618	2,771	2,828	2,699	2,763	2,739	2,792	7,479	7,665	8,297	8,294
2013	4280	Germany	-4,650	-5,667	-5,192	-5,569	-5,520	-5,698	-5,826	-5,006	-6,455	-6,242	-5,668	-5,495	-15,509	-16,786	-17,287	-17,404	8,734	9,634	9,121	9,466	9,471	9,451	9,711	9,060	10,293	10,154	9,953	9,302	27,489	28,388	29,064	29,409	4,085	3,967	3,928	3,897	3,952	3,753	3,885	4,054	3,837	3,912	4,285	3,808	11,979	11,601	11,777	12,005
2013	5330	India	-1,152	-1,524	-1,720	-1,887	-1,852	-1,386	-1,856	-1,571	-1,702	-1,744	-1,564	-2,039	-4,396	-5,125	-5,130	-5,347	3,181	3,413	3,556	3,650	3,663	3,547	3,654	3,398	3,371	3,402	3,338	3,636	10,150	10,860	10,423	10,376	2,029	1,889	1,836	1,762	1,811	2,161	1,798	1,827	1,668	1,658	1,774	1,597	5,754	5,735	5,293	5,029
2013	4759	Italy	-1,714	-1,860	-1,815	-1,998	-1,712	-1,628	-1,748	-1,641	-1,899	-2,022	-1,894	-2,024	-5,389	-5,338	-5,288	-5,940	3,054	3,232	3,138	3,183	3,179	3,124	3,171	3,156	3,373	3,376	3,317	3,406	9,423	9,486	9,700	10,100	1,340	1,372	1,323	1,186	1,467	1,495	1,423	1,515	1,474	1,354	1,423	1,383	4,034	4,148	4,412	4,160
2013	5880	Japan	-6,359	-6,232	-6,302	-6,281	-6,190	-6,062	-6,289	-6,377	-6,141	-5,527	-6,053	-5,546	-18,893	-18,533	-18,808	-17,125	11,793	11,521	11,492	11,729	11,710	11,609	11,594	11,793	11,700	10,996	11,699	10,938	34,806	35,049	35,087	33,633	5,434	5,289	5,190	5,448	5,520	5,547	5,305	5,416	5,559	5,469	5,646	5,392	15,913	16,515	16,279	16,508
2013	5800	Korea, South	-1,912	-1,757	-1,865	-1,994	-1,896	-1,741	-1,641	-1,756	-2,043	-1,512	-1,128	-1,502	-5,534	-5,631	-5,440	-4,142	5,301	5,277	5,278	5,156	5,166	5,187	5,111	5,195	5,207	5,094	5,168	5,291	15,856	15,509	15,514	15,554	3,389	3,521	3,413	3,162	3,270	3,446	3,470	3,439	3,164	3,582	4,040	3,789	10,323	9,879	10,073	11,412
2013	2010	Mexico	-4,493	-4,679	-4,583	-4,487	-4,712	-4,376	-4,111	-4,726	-5,252	-4,296	-4,350	-4,421	-13,754	-13,575	-14,089	-13,067	22,692	23,816	23,159	23,324	23,179	23,071	23,438	23,365	23,753	23,285	23,579	23,895	69,667	69,574	70,556	70,759	18,200	19,137	18,576	18,837	18,467	18,695	19,328	18,638	18,501	18,989	19,229	19,473	55,913	55,999	56,467	57,691
2013	5170	Saudi Arabia	-1,573	-2,077	-2,366	-2,235	-2,325	-3,043	-2,758	-3,604	-3,107	-3,483	-3,089	-3,186	-6,016	-7,604	-9,469	-9,758	3,573	3,543	3,999	3,709	4,064	4,679	4,244	4,927	4,653	5,027	4,590	4,798	11,115	12,452	13,825	14,415	1,999	1,466	1,633	1,473	1,738	1,636	1,487	1,323	1,546	1,544	1,501	1,612	5,099	4,848	4,356	4,658
2013	4120	United Kingdom	-149	-270	-610	-777	-328	-240	-1,006	-392	-301	-397	-230	-804	-1,029	-1,345	-1,698	-1,431	4,291	4,434	4,451	4,288	4,326	4,613	4,587	4,313	4,329	4,539	4,358	4,322	13,176	13,227	13,229	13,219	4,142	4,164	3,841	3,512	3,998	4,373	3,581	3,921	4,029	4,142	4,128	3,518	12,147	11,882	11,531	11,788
2013	0020	All other countries	-6,848	-4,422	-4,451	-4,330	-5,113	-1,619	-2,880	-3,123	-3,540	-5,077	-2,837	-1,789	-15,721	-11,062	-9,542	-9,703	56,276	54,995	53,827	53,141	54,060	52,533	52,774	52,771	52,867	54,594	52,418	50,700	165,097	159,734	158,411	157,712	49,428	50,573	49,376	48,810	48,948	50,914	49,894	49,648	49,327	49,518	49,580	48,911	149,377	148,672	148,869	148,009
2013	0017	CAFTA-DR	-23	-63	-14	-225	-251	-46	-3	46	47	48	-12	3	-101	-522	89	39	2,461	2,563	2,480	2,422	2,609	2,458	2,433	2,566	2,566	2,485	2,510	2,581	7,505	7,488	7,564	7,576	2,438	2,500	2,466	2,197	2,358	2,412	2,429	2,612	2,613	2,532	2,498	2,584	7,403	6,967	7,654	7,614
2013	0003	European Union	-9,681	-10,678	-10,756	-10,536	-9,855	-9,328	-10,562	-9,734	-10,039	-12,349	-10,631	-11,408	-31,116	-29,718	-30,335	-34,388	31,091	32,162	31,786	31,686	31,582	31,168	32,465	31,729	33,220	34,787	33,323	32,645	95,039	94,435	97,414	100,755	21,410	21,484	21,030	21,150	21,727	21,840	21,903	21,995	23,181	22,439	22,692	21,236	63,923	64,717	67,079	66,367
2013	0008	Newly Industrialized Countries	474	1,929	1,312	7	1,363	1,536	982	1,966	717	2,248	1,994	1,733	3,714	2,905	3,665	5,975	10,420	10,473	10,454	10,554	10,384	10,424	10,292	10,252	10,471	9,998	10,008	10,174	31,347	31,363	31,015	30,180	10,893	12,402	11,766	10,561	11,747	11,960	11,275	12,218	11,188	12,246	12,002	11,907	35,061	34,268	34,680	36,155
2013	0001	OPEC	-6,037	-4,549	-5,196	-5,329	-5,528	-5,531	-6,205	-6,375	-5,693	-5,929	-6,077	-5,530	-15,782	-16,389	-18,272	-17,536	14,430	12,047	12,857	12,310	12,821	12,788	12,641	13,163	12,364	12,546	12,602	12,122	39,333	37,919	38,168	37,271	8,393	7,497	7,660	6,981	7,293	7,257	6,436	6,788	6,671	6,617	6,525	6,592	23,551	21,530	19,895	19,735
2013	0009	South/Central America	1,533	3,051	1,672	1,753	608	2,232	2,508	2,588	2,449	2,091	1,835	3,521	6,257	4,593	7,545	7,447	14,171	13,383	13,229	12,831	13,637	13,296	13,548	12,983	13,136	12,812	12,746	12,745	40,783	39,765	39,667	38,303	15,704	16,435	14,901	14,584	14,245	15,529	16,056	15,570	15,585	14,903	14,581	16,266	47,040	44,358	47,211	45,750
2014	3510	Brazil	1,656	1,311	1,423	1,236	1,181	898	884	622	932	747	603	401	4,390	3,315	2,438	1,750	2,334	2,416	2,341	2,303	2,487	2,586	2,597	2,713	2,510	2,756	2,691	2,805	7,090	7,376	7,819	8,251	3,990	3,727	3,763	3,539	3,668	3,484	3,481	3,335	3,442	3,503	3,293	3,205	11,480	10,691	10,258	10,001
2014	1220	Canada	-3,015	-2,646	-3,185	-2,407	-3,246	-3,212	-3,225	-2,944	-3,610	-2,796	-2,034	-3,057	-8,846	-8,865	-9,779	-7,887	27,401	27,957	28,639	28,184	29,388	29,451	30,394	29,542	29,952	29,297	28,433	29,160	83,997	87,023	89,888	86,890	24,386	25,310	25,455	25,777	26,142	26,239	27,168	26,598	26,342	26,501	26,399	26,103	75,151	78,157	80,109	79,003
2014	5700	China	-26,714	-27,837	-27,238	-28,138	-28,147	-28,762	-27,739	-28,648	-30,105	-29,616	-29,959	-30,177	-81,789	-85,046	-86,492	-89,752	37,564	37,969	37,515	38,060	38,220	38,932	37,919	39,000	40,223	40,306	40,388	40,659	113,047	115,213	117,142	121,353	10,850	10,132	10,277	9,922	10,074	10,171	10,180	10,352	10,118	10,690	10,429	10,482	31,259	30,166	30,650	31,601
2014	4279	France	-839	-1,605	-1,539	-1,280	-1,430	-1,219	-1,169	-1,160	-1,387	-1,135	-1,628	-1,184	-3,983	-3,929	-3,715	-3,946	3,562	4,120	4,092	4,024	4,086	3,961	3,796	3,963	3,779	3,792	3,960	3,738	11,774	12,072	11,538	11,490	2,723	2,515	2,553	2,744	2,657	2,742	2,627	2,804	2,392	2,657	2,332	2,554	7,791	8,143	7,823	7,544
2014	4280	Germany	-6,160	-5,545	-5,788	-6,517	-6,788	-5,829	-5,875	-6,901	-6,091	-6,228	-6,280	-5,894	-17,492	-19,135	-18,866	-18,403	10,275	9,966	10,022	10,595	10,745	10,196	10,120	10,960	10,244	10,080	10,211	9,846	30,263	31,536	31,324	30,138	4,115	4,421	4,234	4,078	3,956	4,367	4,245	4,059	4,153	3,852	3,931	3,952	12,770	12,401	12,457	11,735
2014	5330	India	-1,883	-1,989	-1,990	-2,486	-2,071	-1,447	-1,774	-2,047	-2,075	-1,999	-1,782	-2,092	-5,863	-6,004	-5,896	-5,874	3,679	3,641	3,735	3,942	3,697	3,270	3,581	3,779	3,946	3,917	4,049	4,009	11,054	10,909	11,306	11,975	1,795	1,651	1,745	1,456	1,627	1,823	1,807	1,733	1,870	1,918	2,267	1,917	5,191	4,905	5,410	6,101
2014	4759	Italy	-2,067	-1,873	-1,792	-1,930	-2,224	-2,359	-2,137	-2,347	-1,883	-2,145	-2,291	-2,098	-5,732	-6,513	-6,367	-6,535	3,388	3,263	3,457	3,379	3,526	3,654	3,601	3,671	3,334	3,601	3,696	3,544	10,108	10,559	10,607	10,841	1,321	1,390	1,665	1,449	1,302	1,295	1,464	1,324	1,451	1,456	1,405	1,446	4,376	4,046	4,240	4,307
2014	5880	Japan	-5,662	-5,505	-5,703	-5,482	-6,104	-5,761	-5,562	-4,913	-5,694	-5,673	-5,844	-5,275	-16,869	-17,347	-16,169	-16,791	11,334	11,157	11,397	11,055	11,349	11,345	11,192	10,971	11,163	11,133	10,869	11,039	33,888	33,749	33,326	33,041	5,673	5,652	5,694	5,573	5,245	5,584	5,631	6,059	5,468	5,460	5,026	5,764	17,019	16,402	17,158	16,250
2014	5800	Korea, South	-1,693	-1,544	-1,821	-1,896	-2,063	-1,902	-1,977	-2,099	-2,018	-2,432	-3,021	-2,580	-5,059	-5,861	-6,094	-8,034	5,406	5,161	5,651	5,707	5,746	5,668	5,647	5,899	5,663	6,037	6,701	6,234	16,217	17,121	17,209	18,971	3,712	3,617	3,830	3,811	3,683	3,767	3,670	3,801	3,644	3,604	3,680	3,654	11,158	11,261	11,115	10,938
2014	2010	Mexico	-3,972	-4,145	-4,301	-4,404	-3,604	-4,510	-4,459	-4,545	-4,556	-5,443	-4,470	-5,417	-12,418	-12,518	-13,559	-15,330	23,414	24,035	23,890	24,192	24,313	24,766	24,911	24,839	24,513	25,504	24,593	25,104	71,339	73,271	74,263	75,201	19,443	19,890	19,589	19,788	20,709	20,257	20,452	20,295	19,957	20,061	20,123	19,687	58,921	60,753	60,704	59,871
2014	5170	Saudi Arabia	-3,639	-3,739	-3,472	-3,783	-2,402	-1,813	-2,312	-1,521	-1,818	-1,291	-1,403	-1,142	-10,851	-7,998	-5,651	-3,835	5,036	5,234	4,935	5,166	4,085	3,514	3,919	3,071	3,394	2,827	2,892	2,969	15,205	12,764	10,384	8,688	1,397	1,494	1,463	1,382	1,683	1,701	1,607	1,550	1,576	1,536	1,489	1,827	4,354	4,766	4,733	4,852
2014	4120	United Kingdom	-421	-751	-498	-484	17	24	699	538	12	276	-119	138	-1,671	-443	1,250	295	4,545	4,298	4,649	4,947	4,687	4,421	4,478	4,318	4,492	4,350	4,569	4,639	13,492	14,055	13,288	13,558	4,124	3,546	4,151	4,463	4,704	4,445	5,177	4,856	4,504	4,626	4,450	4,777	11,822	13,612	14,538	13,853
2014	0020	All other countries	-1,515	-5,130	-5,230	-4,855	-2,993	-3,161	-4,229	-3,402	-3,333	-4,771	-2,062	-6,702	-11,875	-11,009	-10,965	-13,535	51,994	54,227	54,757	55,097	53,249	53,647	54,027	54,464	53,026	54,386	52,801	54,398	160,978	161,994	161,518	161,585	50,479	49,097	49,527	50,242	50,256	50,486	49,798	51,062	49,693	49,615	50,739	47,696	149,103	150,985	150,553	148,050
2014	0017	CAFTA-DR	328	28	109	-22	244	111	266	327	399	365	347	241	465	334	992	954	2,274	2,562	2,546	2,617	2,460	2,486	2,340	2,433	2,118	2,212	2,185	2,145	7,382	7,563	6,892	6,542	2,603	2,590	2,655	2,595	2,704	2,598	2,606	2,761	2,517	2,577	2,532	2,386	7,848	7,897	7,884	7,496
2014	0003	European Union	-10,802	-10,409	-11,624	-12,538	-12,618	-11,673	-10,256	-12,412	-12,439	-11,733	-12,730	-12,824	-32,835	-36,830	-35,107	-37,287	33,494	32,725	34,582	35,672	35,957	35,566	34,569	36,025	34,663	34,579	35,130	35,239	100,801	107,195	105,257	104,948	22,691	22,317	22,958	23,134	23,339	23,893	24,313	23,612	22,225	22,846	22,400	22,415	67,966	70,365	70,150	67,661
2014	0008	Newly Industrialized Countries	2,769	1,687	286	497	455	533	111	395	1,010	1,758	139	202	4,742	1,485	1,516	2,099	10,295	9,959	11,434	11,278	11,202	11,206	10,791	11,200	11,153	11,094	11,499	11,284	31,688	33,686	33,144	33,877	13,063	11,646	11,720	11,774	11,657	11,739	10,902	11,595	12,163	12,853	11,639	11,485	36,430	35,171	34,659	35,977
2014	0001	OPEC	-7,140	-6,852	-6,007	-5,114	-3,768	-3,668	-4,671	-2,772	-3,082	-2,565	-1,842	-2,522	-19,999	-12,550	-10,524	-6,930	13,419	13,279	12,263	11,924	11,112	10,366	11,711	10,197	10,214	9,646	8,749	9,470	38,961	33,402	32,122	27,866	6,279	6,427	6,256	6,810	7,343	6,698	7,040	7,425	7,132	7,081	6,907	6,948	18,962	20,851	21,597	20,936
2014	0009	South/Central America	2,758	1,597	2,685	2,466	2,762	3,129	2,872	3,006	3,131	2,527	3,784	2,610	7,041	8,357	9,009	8,921	12,701	13,529	12,838	12,894	12,442	12,484	12,432	12,758	12,421	12,538	11,393	12,263	39,067	37,819	37,610	36,194	15,459	15,126	15,523	15,359	15,204	15,613	15,304	15,763	15,552	15,065	15,177	14,873	46,108	46,176	46,619	45,115
2015	3510	Brazil	689	825	299	771	847	563	230	-198	200	-212	34	212	1,813	2,181	231	34	2,519	2,359	2,345	2,394	2,051	2,311	2,086	2,460	2,251	2,166	2,234	2,229	7,222	6,757	6,797	6,629	3,208	3,184	2,644	3,166	2,898	2,874	2,316	2,262	2,451	1,954	2,268	2,441	9,035	8,939	7,029	6,663
2015	1220	Canada	-859	-1,422	-808	-114	161	-3,098	-1,976	-2,165	-1,845	-387	-977	-1,374	-3,088	-3,052	-5,986	-2,738	25,729	25,017	24,229	23,798	23,990	26,161	25,709	25,356	24,506	23,175	23,538	23,982	74,975	73,949	75,570	70,696	24,870	23,596	23,421	23,684	24,151	23,062	23,733	23,191	22,661	22,788	22,561	22,609	71,887	70,898	69,584	67,958
2015	5700	China	-30,212	-27,123	-38,926	-27,477	-30,612	-28,935	-28,736	-32,905	-30,724	-30,199	-30,163	-29,683	-96,260	-87,024	-92,365	-90,045	40,225	36,119	48,222	37,694	40,142	39,410	39,092	42,696	40,932	39,750	39,298	38,301	124,566	117,245	122,720	117,350	10,013	8,996	9,297	10,217	9,530	10,475	10,356	9,791	10,208	9,551	9,136	8,618	28,306	30,221	30,355	27,304
2015	4279	France	-1,243	-1,275	-1,269	-1,121	-1,488	-1,654	-1,116	-1,962	-1,313	-1,671	-2,056	-1,399	-3,788	-4,263	-4,390	-5,126	3,905	3,916	3,779	3,707	4,015	4,091	3,933	4,254	3,646	4,130	4,416	3,850	11,600	11,814	11,834	12,396	2,662	2,640	2,510	2,586	2,527	2,438	2,818	2,293	2,334	2,459	2,360	2,451	7,812	7,551	7,444	7,270
2015	4280	Germany	-6,444	-6,390	-5,721	-5,933	-6,360	-6,827	-5,982	-6,786	-5,702	-6,169	-5,527	-6,352	-18,555	-19,120	-18,470	-18,048	10,423	10,541	10,007	10,287	10,221	10,862	10,298	10,652	9,897	10,748	9,711	10,493	30,971	31,370	30,847	30,951	3,979	4,151	4,286	4,354	3,861	4,035	4,316	3,866	4,195	4,580	4,183	4,140	12,416	12,250	12,377	12,904
2015	5330	India	-2,040	-1,986	-1,955	-1,529	-2,026	-1,630	-1,996	-1,938	-1,984	-2,030	-2,127	-1,970	-5,981	-5,185	-5,918	-6,127	3,754	3,956	3,787	3,628	3,754	3,757	3,747	3,710	3,600	3,741	3,806	3,502	11,497	11,138	11,057	11,049	1,714	1,970	1,832	2,099	1,727	2,127	1,751	1,772	1,615	1,711	1,679	1,532	5,515	5,954	5,138	4,922
2015	4759	Italy	-2,384	-2,598	-2,196	-2,211	-2,524	-2,238	-2,313	-2,121	-2,257	-2,315	-2,384	-2,215	-7,178	-6,973	-6,691	-6,914	3,654	3,845	3,568	3,634	3,857	3,517	3,562	3,544	3,653	3,765	3,663	3,742	11,067	11,008	10,760	11,170	1,270	1,247	1,372	1,422	1,333	1,280	1,250	1,423	1,397	1,450	1,279	1,527	3,889	4,035	4,069	4,256
2015	5880	Japan	-6,512	-4,393	-6,273	-6,682	-6,359	-5,178	-5,382	-5,195	-5,499	-5,275	-5,636	-6,264	-17,178	-18,219	-16,076	-17,174	11,762	9,746	11,815	12,518	11,621	10,349	10,696	10,471	10,134	10,337	10,647	11,023	33,323	34,489	31,301	32,007	5,250	5,353	5,542	5,836	5,262	5,172	5,314	5,275	4,635	5,063	5,011	4,759	16,145	16,270	15,225	14,833
2015	5800	Korea, South	-3,046	-2,170	-2,467	-2,129	-2,382	-2,260	-2,249	-2,739	-1,821	-2,295	-2,279	-2,493	-7,683	-6,771	-6,808	-7,067	6,596	5,614	6,063	6,209	6,124	5,880	5,933	6,451	5,586	5,875	5,780	5,718	18,273	18,212	17,970	17,372	3,550	3,444	3,596	4,080	3,742	3,619	3,685	3,712	3,765	3,580	3,501	3,224	10,590	11,441	11,162	10,306
2015	2010	Mexico	-3,833	-4,596	-4,991	-4,203	-4,113	-5,442	-3,836	-5,327	-5,470	-6,333	-5,410	-4,810	-13,420	-13,758	-14,633	-16,553	23,883	24,152	23,983	24,215	24,043	25,487	24,553	24,881	25,024	26,001	24,221	24,298	72,018	73,746	74,458	74,520	20,050	19,556	18,992	20,012	19,930	20,045	20,716	19,555	19,554	19,668	18,811	19,488	58,598	59,988	59,825	57,967
2015	5170	Saudi Arabia	-400	-360	-12	-166	-442	-498	-473	-18	153	-64	360	-471	-771	-1,105	-339	-175	2,180	1,817	1,544	2,015	1,932	2,023	2,211	1,801	1,747	1,367	1,571	1,871	5,542	5,971	5,759	4,809	1,781	1,458	1,532	1,849	1,491	1,525	1,738	1,782	1,900	1,303	1,931	1,400	4,771	4,865	5,420	4,634
2015	4120	United Kingdom	-1	-384	-111	-1,011	-52	-207	328	-338	-1,148	634	276	563	-497	-1,270	-1,157	1,472	4,667	4,766	4,284	5,491	5,200	5,305	4,295	4,911	5,903	4,540	4,478	3,965	13,717	15,997	15,108	12,983	4,666	4,381	4,173	4,480	5,148	5,098	4,623	4,573	4,755	5,174	4,754	4,528	13,220	14,726	13,951	14,456
2015	0020	All other countries	-3,854	-2,671	-5,893	-5,598	-3,556	-3,657	-4,859	-4,381	-1,852	-6,994	-7,672	-7,563	-12,418	-12,811	-11,091	-22,229	50,404	49,347	52,134	50,827	49,107	49,480	49,522	48,868	48,408	50,146	50,755	50,087	151,885	149,413	146,798	150,988	46,550	46,676	46,241	45,228	45,551	45,823	44,663	44,488	46,556	43,152	43,083	42,524	139,467	136,603	135,707	128,759
2015	0017	CAFTA-DR	459	207	301	350	410	543	338	531	562	704	448	313	967	1,303	1,432	1,465	2,042	2,090	1,990	1,986	2,031	1,862	2,029	1,970	1,894	1,946	1,981	1,915	6,122	5,879	5,892	5,841	2,501	2,297	2,291	2,336	2,441	2,405	2,366	2,501	2,456	2,650	2,429	2,228	7,089	7,182	7,324	7,306
2015	0003	European Union	-12,385	-11,106	-10,943	-11,945	-13,381	-13,882	-12,447	-14,537	-13,142	-13,342	-12,863	-13,344	-34,434	-39,208	-40,127	-39,549	35,752	34,883	33,659	35,543	35,941	35,738	34,761	36,155	35,839	36,642	35,686	35,405	104,294	107,223	106,755	107,734	23,368	23,777	22,716	23,598	22,560	21,856	22,314	21,619	22,696	23,300	22,823	22,062	69,861	68,015	66,628	68,184
2015	0008	Newly Industrialized Countries	-363	592	-1,934	-662	-299	388	-313	-1,071	1,219	588	-245	-117	-1,705	-573	-164	226	11,400	10,680	12,812	12,492	11,514	11,360	11,159	11,972	11,061	11,129	10,954	10,940	34,893	35,366	34,192	33,023	11,037	11,273	10,879	11,831	11,215	11,747	10,846	10,902	12,280	11,717	10,709	10,823	33,188	34,793	34,028	33,249
2015	0001	OPEC	-873	556	883	475	251	684	685	1,034	1,684	402	1,078	-228	566	1,410	3,403	1,252	7,059	5,882	5,094	5,540	5,591	5,537	6,176	4,746	5,021	4,712	5,356	5,435	18,036	16,668	15,943	15,503	6,186	6,439	5,977	6,016	5,842	6,221	6,860	5,780	6,705	5,114	6,434	5,207	18,601	18,079	19,345	16,755
2015	0009	South/Central America	2,139	3,852	2,909	3,019	4,202	3,483	2,624	3,302	3,622	2,813	2,714	2,755	8,900	10,704	9,548	8,282	11,000	10,193	10,442	9,930	9,519	10,025	9,702	9,337	8,908	8,893	8,970	8,953	31,636	29,474	27,947	26,815	13,139	14,045	13,351	12,949	13,721	13,508	12,326	12,639	12,531	11,706	11,684	11,708	40,536	40,178	37,495	35,097
2016	3510	Brazil	578																1,791																2,369															
2016	1220	Canada	-459																22,925																22,466															
2016	5700	China	-31,108																39,751																8,643															
2016	4279	France	-1,472																3,796																2,324															
2016	4280	Germany	-5,809																9,689																3,880															
2016	5330	India	-2,255																3,925																1,669															
2016	4759	Italy	-2,379																3,666																1,288															
2016	5880	Japan	-5,589																10,450																4,862															
2016	5800	Korea, South	-2,876																6,271																3,395															
2016	2010	Mexico	-5,565																25,050																19,485															
2016	5170	Saudi Arabia	-194																1,559																1,364															
2016	4120	United Kingdom	-138																4,264																4,126															
2016	0020	All other countries	-4,906																46,269																41,363															
2016	0017	CAFTA-DR	429																1,916																2,345															
2016	0003	European Union	-12,565																34,117																21,552															
2016	0008	Newly Industrialized Countries	-778																11,398																10,620															
2016	0001	OPEC	-154																5,949																5,795															
2016	0009	South/Central America	3,126																7,947																11,072															
